"","...1","kingdom","class","family","scientificName","establishmentMeans","organismQuantity","basisOfRecord","Fuente del dato","institutionCode","recordedBy","year","month","day","Nombre de la Localidad","locationRemarks","locality","municipality","county","stateProvince","verbatimLatitude","verbatimLongitude","verbatimElevation","eventRemarks","occurrenceStatus","Estudio","organismQuanityType","eventDate","minimumElevationInMeters","maximumElevationInMeters"
"59",59,"Animalia","Aves","Accipitridae","Geranoaetus polyosoma","","2","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Zamorano",2012,"11",3,"Cerro Illi","Riñinahue","Lago Ranco","Lago Ranco","Ranco","Región de Los Ríos","40° 17' 26""S","72° 13' 33""","500","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-03,"500","500"
"60",60,"Animalia","Aves","Accipitridae","Geranoaetus polyosoma","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Jara, Rudoph, Norambuena",2012,"10",10,"Estero Los Llanos","Corral","Corral","Corral","Valdivia","Región de Los Ríos","39°57'22"" S","73°21'51"" O","1","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-10,"1","1"
"61",61,"Animalia","Aves","Accipitridae","Geranoaetus polyosoma","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"11",4,"La Manreza","La Manreza","Melipilla","Melipilla","Melipilla","Metropolitana","33°42'58""S","71°00'23""W","267","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-04,"267","267"
"62",62,"Animalia","Aves","Accipitridae","Geranoaetus polyosoma ","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2013,"1",16,"Putre, ciudad y alrededor","Putre, ciudad y alrededor","Putre","Putre","Parinacota","Arica y Parinacota","18°11'52""S","69°33'31""W","3549","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-16,"3549","3549"
"63",63,"Animalia","Aves","Accipitridae","Geranoaetus polyosoma ","","1","catalejo y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2012,"12",6,"Río Laraquete","En tramo adyacente a la barrera que impide el acceso de vehículos al área controlada por la Compañía de Agua Potable.","Laraquete","Arauco","Arauco","Del Biobío","37°10'07""S","73°10'28""W","2","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-06,"2","2"
"64",64,"Animalia","Aves","Accipitridae","Parabuteo unicinctus","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",15,"Las Gaviotas","Valle del Lluta (Cooperativa)","Arica","Arica","Arica","Arica y Parinacota","18°24'23""S","70°08'42""W","339","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-15,"339","339"
"65",65,"Animalia","Aves","Accipitridae","Parabuteo unicinctus","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",15,"Río Lluta","Puente Santa Lucía","Arica","Arica","Arica","Arica y Parinacota","18°24'32""S","70°14'27""W","152","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-15,"152","152"
"66",66,"Animalia","Aves","Accipitridae","Parabuteo unicinctus","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",18,"Tunquén","Tunquén","Casablaca","Casablanca","Valparaíso","Valparaíso","33°16'25""S","71°40'19""W","53","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-18,"53","53"
"67",67,"Animalia","Aves","Accipitridae","Parabuteo unicinctus","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"11",4,"La Manreza","La Manreza","Melipilla","Melipilla","Melipilla","Metropolitana","33°42'58""S","71°00'23""W","267","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-04,"267","267"
"68",68,"Animalia","Aves","Accipitridae","Parabuteo unicinctus","","1","observación","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2012,"12",6,"Calabozo","Estero junto a la carretera, al este del sector Yobilo","Calabozo","Coronel","Arauco","Del Biobío","37°07'10""S","73°08'07""W","3","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-06,"3","3"
"69",69,"Animalia","Aves","Accipitridae","Parabuteo unicinctus","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Zamorano",2012,"11",3,"Cerro Illi","Riñinahue","Lago Ranco","Lago Ranco","Ranco","Región de Los Ríos","40° 17' 26""S","72° 13' 33""","500","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-03,"500","500"
"70",70,"Animalia","Aves","Anatidae","Anas flavirostris","","8","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",17,"Laguna en Lago Verde","a 1km al Este de la ciudad","Lago Verde","Lago Verde","Aysén","Región de Aysén","44°14'39""S","71°50'06""O","385","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-17,"385","385"
"71",71,"Animalia","Aves","Anatidae","Anas bahamensis","","30","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",17,"Desembocadura del río Lluta","Desembocadura del río Lluta","Arica","Arica","Arica","Arica y Parinacota","18°24'52""S","70°19'26""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-17,"0","0"
"72",72,"Animalia","Aves","Anatidae","Anas bahamensis","","4","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",23,"Río Maipo","Desembocadura río Maipo","San Antonio","San Antonio","San Antonio","Valparaíso","33°37'17""S","71°37'47""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-23,"0","0"
"73",73,"Animalia","Aves","Anatidae","Anas cyanoptera","","18","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",17,"Desembocadura del río Lluta","Desembocadura del río Lluta","Arica","Arica","Arica","Arica y Parinacota","18°24'52""S","70°19'26""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-17,"0","0"
"74",74,"Animalia","Aves","Anatidae","Anas cyanoptera","","16","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",23,"Río Elqui","Desembocadura, Río Elqui","La Serena","La Serena","Elqui","Coquimbo","29°53'36""S","71°16'22""W","3","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-23,"3","3"
"75",75,"Animalia","Aves","Anatidae","Anas cyanoptera","","4","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",22,"Laguna Conchalí, Punta Chungo.","Laguna Conchalí, Punta Chungo.","Los Vilos","Los Vilos","Choapa","Coquimbo","31°52'41""S","71°29'48""W","4","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-22,"4","4"
"76",76,"Animalia","Aves","Anatidae","Anas cyanoptera","","10","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",25,"Río La Ligua","Desembocadura, río La Ligua, salinas de Puyalli","Papudo","Papudo","Petorca","Valparaíso","33°24'36""S","71°24'39""W","6","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-25,"6","6"
"77",77,"Animalia","Aves","Anatidae","Anas cyanoptera","","4","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",22,"Río Choapa.","Desembocadura Río Choapa.","Canela","Canela","Choapa","Coquimbo","33°37'14""S","71°33'33""W","7","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-22,"7","7"
"78",78,"Animalia","Aves","Anatidae","Anas cyanoptera","","4","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"11",4,"La Manreza","La Manreza","Melipilla","Melipilla","Melipilla","Metropolitana","33°42'58""S","71°00'23""W","267","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-04,"267","267"
"79",79,"Animalia","Aves","Anatidae","Anas cyanoptera","","8","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","F. Díaz, M. Daigre",2012,"12",4,"Embalse Convento Viejo.","Embalse Convento Viejo.","Chimbarongo","Chimbarongo","Colchagua","O'Higgins.","34°45'15""S","71°07'08""W","275","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-04,"275","275"
"80",80,"Animalia","Aves","Anatidae","Anas cyanoptera","","60","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","F. Díaz, M. Daigre",2012,"12",4,"Humedal de Putú.","Putú","Putú","Constitución","Talca","Del Maule","35°09'19""S","72°14'48""W","9","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-04,"9","9"
"81",81,"Animalia","Aves","Anatidae","Anas cyanoptera","","4","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Zamorano, Matamala",2012,"10",14,"Laguna Malleco","Cercanías Laguna Malleco.","Parque Nacional Tolhuaca","Curacautín","Malleco","Del Biobío","38°12'44""S","71°49'10""W","905","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-14,"905","905"
"82",82,"Animalia","Aves","Anatidae","Anas cyanoptera","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Cuevas, Zamorano, Rudolph",2012,"10",18,"Mehuín","Mehuín","San José de la Mariquina","San José de la Mariquina","Valdivia","Región de Los Ríos","39°26'21""S","73°11'57""O","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-18,"0","0"
"83",83,"Animalia","Aves","Anatidae","Anas cyanoptera","","5","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Barros, Diez",2011,"12",17,"Las Ánimas","Norte de Valdivia","Valdivia","Valdivia","Valdivia","Región de Los Ríos","39°47'18""S","73°15'03""O","10","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2011-12-17,"10","10"
"84",84,"Animalia","Aves","Anatidae","Anas flavirostris","","15","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",23,"Río Elqui","Desembocadura, Río Elqui","La Serena","La Serena","Elqui","Coquimbo","29°53'36""S","71°16'22""W","3","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-23,"3","3"
"85",85,"Animalia","Aves","Anatidae","Anas flavirostris","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",22,"Laguna Conchalí, Punta Chungo.","Laguna Conchalí, Punta Chungo.","Los Vilos","Los Vilos","Choapa","Coquimbo","31°52'41""S","71°29'48""W","4","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-22,"4","4"
"86",86,"Animalia","Aves","Anatidae","Anas flavirostris","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",25,"Río La Ligua","Desembocadura, río La Ligua, salinas de Puyalli","Papudo","Papudo","Petorca","Valparaíso","33°24'36""S","71°24'39""W","6","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-25,"6","6"
"87",87,"Animalia","Aves","Anatidae","Anas flavirostris","","6","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",18,"Río Maipo, Huechún Bajo","Río Maipo, Huechún Bajo","Melipilla","Melipilla","Melipilla","Metropolitana","33°41'25""S","71°09'35""W","187","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-18,"187","187"
"88",88,"Animalia","Aves","Anatidae","Anas flavirostris","","4","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"11",18,"Isla de Maipo.","Isla de Maipo.","Talagante","Talagante","Talagante","Metropolitana","33°43'35""S","70°55'03""W","327","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-18,"327","327"
"89",89,"Animalia","Aves","Anatidae","Anas flavirostris","","22","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","F. Díaz, M. Daigre",2012,"12",4,"Embalse Convento Viejo.","Embalse Convento Viejo.","Chimbarongo","Chimbarongo","Colchagua","O'Higgins.","34°45'15""S","71°07'08""W","275","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-04,"275","275"
"90",90,"Animalia","Aves","Anatidae","Anas flavirostris","","7","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","F. Díaz, M. Daigre",2012,"12",4,"Humedal de Putú.","Putú","Putú","Constitución","Talca","Del Maule","35°09'19""S","72°14'48""W","9","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-04,"9","9"
"91",91,"Animalia","Aves","Anatidae","Anas flavirostris","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Zamorano, Matamala",2012,"10",14,"Laguna Malleco","Cercanías Laguna Malleco.","Parque Nacional Tolhuaca","Curacautín","Malleco","Del Biobío","38°12'44""S","71°49'10""W","905","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-14,"905","905"
"92",92,"Animalia","Aves","Anatidae","Anas flavirostris","","17","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Zamorano, Matamala",2012,"10",13,"Laguna Malleco","Cercanías Laguna Malleco.","Parque Nacional Tolhuaca","Curacautín","Malleco","Del Biobío","38°12'55""S","71°48'57""W","905","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-13,"905","905"
"93",93,"Animalia","Aves","Anatidae","Anas flavirostris","","4","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Cuevas, Zamorano, Rudolph",2012,"10",18,"Mehuín","Mehuín","San José de la Mariquina","San José de la Mariquina","Valdivia","Región de Los Ríos","39°26'21""S","73°11'57""O","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-18,"0","0"
"94",94,"Animalia","Aves","Anatidae","Anas flavirostris","","8","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Barros, Diez",2011,"12",17,"Las Ánimas","Norte de Valdivia","Valdivia","Valdivia","Valdivia","Región de Los Ríos","39°47'18""S","73°15'03""O","10","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2011-12-17,"10","10"
