"","catalogNumber","verbatimLatitude","verbatimLongitude","verbatimCoordinates","verbatimSRS","decimalLongitude","decimalLatitude"
"240","GC240",4063751.48,503051.42,"19F 503051,42  4063751,48","WGS84",-68.9539166568746,-53.5750888988214
"241","GC241",4066253.7,504286.22,"19F 504286,22  4066253,7","WGS84",-68.935302724892,-53.5525888841957
"242","GC242",4066398.26,504363.09,"19F 504363,09  4066398,26","WGS84",-68.9341444481821,-53.5512888607942
"243","GC243",4063921.27,503973.81,"19F 503973,81  4063921,27","WGS84",-68.939988650234,-53.5735565555093
"244","GC244",4057823.94,501667.1,"19F 501667,1  4057823,94","WGS84",-68.9747913141138,-53.6283749192036
"245","GC245",4057785.91,501618.92,"19F 501618,92  4057785,91","WGS84",-68.9755196594729,-53.6287169021685
"246","GC246",4057717.1,501461.21,"19F 501461,21  4057717,1","WGS84",-68.977904132519,-53.6293358631313
"247","GC247",4054892.38,511367.64,"19F 511367,64  4054892,38","WGS84",-68.8279999816949,-53.6546042460401
"248","GC248",4054898.67,511427.19,"19F 511427,19  4054898,67","WGS84",-68.827099186077,-53.654546411393
"249","GC249",4047698.27,489700.75,"19F 489700,75  4047698,27","WGS84",-69.1560735571006,-53.7192895954445
"250","GC250",4047656.56,489705.74,"19F 489705,74  4047656,56","WGS84",-69.1559993268608,-53.719664596183
"251","GC251",4047572.68,489723.07,"19F 489723,07  4047572,68","WGS84",-69.1557394942062,-53.7204188768877
"252","GC252",4074756.08,487629.21,"19F 487629,21  4074756,08","WGS84",-69.1863916445438,-53.4760361144117
"253","GC253",4073404.4,486509.19,"19F 486509,19  4073404,4","WGS84",-69.2033250431517,-53.488158371857
"254","GC254",4073137.61,486582.57,"19F 486582,57  4073137,61","WGS84",-69.2022305201238,-53.4905583251014
"255","GC255",4072841.41,486862.42,"19F 486862,42  4072841,41","WGS84",-69.1980249879935,-53.4932278192247
"256","GC256",4072794.57,486908.07,"19F 486908,07  4072794,57","WGS84",-69.1973388568074,-53.4936499845132
"257","GC257",4072710.03,487070.47,"19F 487070,47  4072710,03","WGS84",-69.1948944493178,-53.494413899357
"258","GC258",4072532.01,486950.07,"19F 486950,07  4072532,01","WGS84",-69.1967167035141,-53.4960110817685
"259","GC259",4072341.65,486840.96,"19F 486840,96  4072341,65","WGS84",-69.1983694199333,-53.4977194379808
"260","GC260",4071824.74,486879.43,"19F 486879,43  4071824,74","WGS84",-69.1978111233298,-53.5023667054922
"261","GC261",4071542.53,485994.96,"19F 485994,96  4071542,53","WGS84",-69.2111582667649,-53.5048805713905
"262","GC262",4070821.16,484769.15,"19F 484769,15  4070821,16","WGS84",-69.229675072778,-53.5113305955508
"263","GC263",4071176.34,484894.57,"19F 484894,57  4071176,34","WGS84",-69.2277666888669,-53.5081416478833
"264","GC264",4069898.59,485621.17,"19F 485621,17  4069898,59","WGS84",-69.2168693968565,-53.5196471848166
"265","GC265",4070009.77,485700.39,"19F 485700,39  4070009,77","WGS84",-69.2156694915192,-53.5186499957968
"266","GC266",4070328.47,485527.03,"19F 485527,03  4070328,47","WGS84",-69.2182693971417,-53.5157805904396
"267","GC267",4070318.57,485522.08,"19F 485522,08  4070318,57","WGS84",-69.2183445058272,-53.5158694411016
"268","GC268",4070288.17,485587.2,"19F 485587,2  4070288,17","WGS84",-69.2173638238501,-53.5161444834587
"269","GC269",4069654.16,487472.57,"19F 487472,57  4069654,16","WGS84",-69.188955522144,-53.5218916530795
"270","GC270",4072967.77,491594.68,"19F 491594,68  4072967,77","WGS84",-69.1266916846871,-53.4921888981832
"271","GC271",4073129.19,491652.26,"19F 491652,26  4073129,19","WGS84",-69.1258195008797,-53.4907388649298
"272","GC272",4073246.61,491646.71,"19F 491646,71  4073246,61","WGS84",-69.1259000261268,-53.4896833278236
"273","GC273",4072528.46,485721.33,"19F 485721,33  4072528,46","WGS84",-69.2152389483788,-53.4960110753236
"274","GC274",4068909.85,483235.76,"19F 483235,76  4068909,85","WGS84",-69.2529000298802,-53.5284638527391
"275","GC275",4068870.27,483318.39,"19F 483318,39  4068870,27","WGS84",-69.2516556219672,-53.5288222490169
"276","GC276",4068824.87,483324.26,"19F 483324,26  4068824,87","WGS84",-69.2515694874326,-53.5292305151114
"277","GC277",4069126.32,482931.71,"19F 482931,71  4069126,32","WGS84",-69.2574749810809,-53.5265083149972
"278","GC278",4068958.82,483276.83,"19F 483276,83  4068958,82","WGS84",-69.2522778517426,-53.5280249925737
"279","GC279",4069209.72,484535.14,"19F 484535,14  4069209,72","WGS84",-69.2332833684118,-53.5258083043455
"280","GC280",4069050.06,484381.36,"19F 484381,36  4069050,06","WGS84",-69.2356110420847,-53.5272388690181
"281","GC281",4070113.6,485700.08,"19F 485700,08  4070113,6","WGS84",-69.2156694274613,-53.5177167030504
"282","GC282",4070458.69,485165.24,"19F 485165,24  4070458,69","WGS84",-69.2237194050879,-53.5146000123927
"283","GC283",4070444.48,485165.83,"19F 485165,83  4070444,48","WGS84",-69.2237111802475,-53.5147277567771
"284","GC284",4070430.9,485173.06,"19F 485173,06  4070430,9","WGS84",-69.2236027895587,-53.5148500256685
"285","GC285",4070378.15,485200.86,"19F 485200,86  4070378,15","WGS84",-69.2231860370166,-53.5153249566331
"286","GC286",4070380.06,485219.45,"19F 485219,45  4070380,06","WGS84",-69.2229055931983,-53.515308311453
"287","GC287",4070431.16,485256.5,"19F 485256,5  4070431,16","WGS84",-69.2223444420213,-53.514850035353
"288","GC288",4073418.24,486162.28,"19F 486162,28  4073418,24","WGS84",-69.208552805729,-53.4880249609539
"289","GC289",4073284.64,486344.21,"19F 486344,21  4073284,64","WGS84",-69.205816712117,-53.4892305947425
"290","GC290",4073343.2,486182.41,"19F 486182,41  4073343,2","WGS84",-69.2082527259969,-53.4886999967099
"291","GC291",4072969.86,485756.31,"19F 485756,31  4072969,86","WGS84",-69.2146916181622,-53.4920444477897
"292","GC292",4072927.35,485802.14,"19F 485802,14  4072927,35","WGS84",-69.2140027627987,-53.4924277927746
"293","GC293",4072879.15,485805.79,"19F 485805,79  4072879,15","WGS84",-69.2139499277421,-53.4928611427497
"294","GC294",4072784,485813.81,"19F 485813,81  4072784","WGS84",-69.2138333451832,-53.4937166261798
"295","GC295",4072738.38,485750,"19F 485750  4072738,38","WGS84",-69.2147972400814,-53.4941249624504
"296","GC296",4072444.1,485723.06,"19F 485723,06  4072444,1","WGS84",-69.2152167098337,-53.496769401732
"297","GC297",4072425.71,485674.1,"19F 485674,1  4072425,71","WGS84",-69.2159555879953,-53.4969333712686
"298","GC298",4072368.17,485654.19,"19F 485654,19  4072368,17","WGS84",-69.2162583503051,-53.4974500334088
"299","GC299",4072263.01,485622.63,"19F 485622,63  4072263,01","WGS84",-69.2167389235021,-53.498394414055
"300","GC300",4072189.83,485642.76,"19F 485642,76  4072189,83","WGS84",-69.216438815938,-53.4990527503141
"301","GC301",4072116.47,485605.94,"19F 485605,94  4072116,47","WGS84",-69.2169972487417,-53.4997111483239
"302","GC302",4071992.91,485521.56,"19F 485521,56  4071992,91","WGS84",-69.2182750113526,-53.5008194646208
"303","GC303",4071793.55,485612.64,"19F 485612,64  4071793,55","WGS84",-69.2169110591189,-53.5026139321233
"304","GC304",4071682.24,485901.13,"19F 485901,13  4071682,24","WGS84",-69.2125666772931,-53.503622266463
"305","GC305",4071600.84,485960.51,"19F 485960,51  4071600,84","WGS84",-69.2116750649901,-53.504355527366
"306","GC306",4071582.34,485974.76,"19F 485974,76  4071582,34","WGS84",-69.2114610452097,-53.5045221967589
"307","GC307",4071436.5,486087.57,"19F 486087,57  4071436,5","WGS84",-69.2097666729657,-53.5058360911355
"308","GC308",4071322.54,486219.26,"19F 486219,26  4071322,54","WGS84",-69.2077861218577,-53.5068638997941
"309","GC309",4071267.63,486252.21,"19F 486252,21  4071267,63","WGS84",-69.2072917131224,-53.5073583263999
"310","GC310",4071248.51,486267.56,"19F 486267,56  4071248,51","WGS84",-69.2070611022431,-53.5075305895525
"311","GC311",4071225.79,486318.47,"19F 486318,47  4071225,79","WGS84",-69.2062944658544,-53.50773613764
"312","GC312",4071196.24,486357.43,"19F 486357,43  4071196,24","WGS84",-69.2057083047922,-53.5080027630594
"313","GC313",4071214.42,486340.98,"19F 486340,98  4071214,42","WGS84",-69.2059555507502,-53.5078389232359
"314","GC314",4071194.25,486416.75,"19F 486416,75  4071194,25","WGS84",-69.2048139458544,-53.5080221860647
"315","GC315",4071177.68,486458.8,"19F 486458,8  4071177,68","WGS84",-69.2041806185317,-53.5081722117517
"316","GC316",4071428.51,486103.99,"19F 486103,99  4071428,51","WGS84",-69.2095194540168,-53.5059083442175
"317","GC317",4070568.43,487527.98,"19F 487527,98  4070568,43","WGS84",-69.1880833610951,-53.5136749669178
"318","GC318",4074332.02,487254.07,"19F 487254,07  4074332,02","WGS84",-69.1920610852618,-53.4798388943022
"319","GC319",4070397.86,489436.29,"19F 489436,29  4070397,86","WGS84",-69.1593111190402,-53.5152499631816
"320","GC320",4070332.58,489403.1,"19F 489403,1  4070332,58","WGS84",-69.1598138625292,-53.5158360718624
"321","GC321",4071142.22,489957.26,"19F 489957,26  4071142,22","WGS84",-69.1514305575372,-53.5085694028908
"322","GC322",4070969.63,489887.99,"19F 489887,99  4070969,63","WGS84",-69.1524806167909,-53.5101194222537
"323","GC323",4072038.97,490375.09,"19F 490375,09  4072038,97","WGS84",-69.1451027557563,-53.500516657708
"324","GC324",4071885.46,490416.67,"19F 490416,67  4071885,46","WGS84",-69.1444805994209,-53.5018972632687
"325","GC325",4071929.61,490393.74,"19F 490393,74  4071929,61","WGS84",-69.1448249439479,-53.5014999964872
"326","GC326",4071910.44,490387.51,"19F 490387,51  4071910,44","WGS84",-69.1449194553537,-53.5016721949034
"327","GC327",4071774.63,490468.12,"19F 490468,12  4071774,63","WGS84",-69.143708298473,-53.5028944091713
"328","GC328",4072864.63,491463.84,"19F 491463,84  4072864,63","WGS84",-69.1286666101571,-53.4931138820828
"329","GC329",4072223.14,491849.55,"19F 491849,55  4072223,14","WGS84",-69.1228694374743,-53.4988861324051
"330","GC330",4072217.28,491857.11,"19F 491857,11  4072217,28","WGS84",-69.1227556216022,-53.4989389229973
"331","GC331",4072232.99,491826.5,"19F 491826,5  4072232,99","WGS84",-69.1232166626183,-53.4987972365135
"332","GC332",4072022.01,491879.19,"19F 491879,19  4072022,01","WGS84",-69.1224278185246,-53.5006944783193
"333","GC333",4072005.36,491901.52,"19F 491901,52  4072005,36","WGS84",-69.1220916064181,-53.5008444836359
"334","GC334",4071995.19,491915.91,"19F 491915,91  4071995,19","WGS84",-69.1218749274002,-53.5009361195757
"335","GC335",4069411.47,488658.05,"19F 488658,05  4069411,47","WGS84",-69.1710834019825,-53.5241000156525
"336","GC336",4068195.83,484179.08,"19F 484179,08  4068195,83","WGS84",-69.2387056305805,-53.5349111038849
"337","GC337",4068057.09,484277.68,"19F 484277,68  4068057,09","WGS84",-69.2372249406102,-53.5361611342908
"338","GC338",4068003.26,484259.26,"19F 484259,26  4068003,26","WGS84",-69.2375055743531,-53.536644435727
"339","GC339",4067972.12,484280.72,"19F 484280,72  4067972,12","WGS84",-69.2371833405297,-53.536924981461
"340","GC340",4066377.57,484397.37,"19F 484397,37  4066377,57","WGS84",-69.2355028015751,-53.5512611183272
"341","GC341",4067423.46,481205.87,"19F 481205,87  4067423,46","WGS84",-69.2836111826509,-53.5417555977636
"342","GC342",4067344.1,481220.36,"19F 481220,36  4067344,1","WGS84",-69.2833972896881,-53.5424694432928
"343","GC343",4067325.85,481216.94,"19F 481216,94  4067325,85","WGS84",-69.2834499948969,-53.5426333610627
"344","GC344",4067314.98,481202.81,"19F 481202,81  4067314,98","WGS84",-69.2836638771587,-53.5427305604702
"345","GC345",4064653.63,474053.23,"19F 474053,23  4064653,63","WGS84",-69.3917749885913,-53.5663472191791
"346","GC346",4064526.86,474323.99,"19F 474323,99  4064526,86","WGS84",-69.3876972581141,-53.5674999929362
"347","GC347",4058920.48,473869.06,"19F 473869,06  4058920,48","WGS84",-69.3950360748555,-53.6178694604184
"348","GC348",4058839.23,473762.94,"19F 473762,94  4058839,23","WGS84",-69.3966471540125,-53.6185944526061
"349","GC349",4058735.91,473912.53,"19F 473912,53  4058735,91","WGS84",-69.3943943944657,-53.6195305941257
"350","GC350",4059255.66,474012.55,"19F 474012,55  4059255,66","WGS84",-69.3928389432352,-53.6148639067144
"351","GC351",4059132.73,474081.41,"19F 474081,41  4059132,73","WGS84",-69.3918082788528,-53.6159722486595
"352","GC352",4059092.01,474150.54,"19F 474150,54  4059092,01","WGS84",-69.3907666553084,-53.6163416679499
"353","GC353",4059268.11,474253.95,"19F 474253,95  4059268,11","WGS84",-69.3891888871729,-53.6147639235008
"354","GC354",4059243.15,474209.25,"19F 474209,25  4059243,15","WGS84",-69.3898666421559,-53.6149860722047
"355","GC355",4059182.81,474196.9,"19F 474196,9  4059182,81","WGS84",-69.3900583255527,-53.6155278173291
"356","GC356",4058753.6,474261.72,"19F 474261,72  4058753,6","WGS84",-69.3891139586827,-53.6193888690415
"357","GC357",4058663.28,474190.56,"19F 474190,56  4058663,28","WGS84",-69.3901972221293,-53.6201971886373
"358","GC358",4058639.82,473916.73,"19F 473916,73  4058639,82","WGS84",-69.3943389493856,-53.6203944868862
"359","GC359",4058744.22,473850.19,"19F 473850,19  4058744,22","WGS84",-69.3953361376756,-53.6194527925173
"360","GC360",4058599.98,474031.79,"19F 474031,79  4058599,98","WGS84",-69.3926027868607,-53.6207582979458
"361","GC361",4058547.43,474086.83,"19F 474086,83  4058547,43","WGS84",-69.3917750546412,-53.6212333583611
"362","GC362",4058472.27,474019.63,"19F 474019,63  4058472,27","WGS84",-69.3927972812102,-53.6219055876663
"363","GC363",4058565.76,473329.56,"19F 473329,56  4058565,76","WGS84",-69.4032221622252,-53.6210305840824
"364","GC364",4058466.11,473358.42,"19F 473358,42  4058466,11","WGS84",-69.4027943758354,-53.6219277337668
"365","GC365",4066339.76,479733.3,"19F 479733,3  4066339,76","WGS84",-69.3059027644835,-53.5514416453884
"366","GC366",4057037.36,472494.59,"19F 472494,59  4057037,36","WGS84",-69.4159805361583,-53.6347250228694
"367","GC367",4061949.83,472004,"19F 472004  4061949,83","WGS84",-69.4229582944476,-53.5905444746367
"368","GC368",4061780.15,472052.63,"19F 472052,63  4061780,15","WGS84",-69.4222388273304,-53.5920722021912
"369","GC369",4061683.65,472143.47,"19F 472143,47  4061683,65","WGS84",-69.4208750441881,-53.5929444069701
"370","GC370",4061667.39,472164.9,"19F 472164,9  4061667,39","WGS84",-69.4205527262765,-53.5930916948787
"371","GC371",4061579.82,472145.01,"19F 472145,01  4061579,82","WGS84",-69.4208610514179,-53.5938777427233
"372","GC372",4061008.63,463453.9,"19F 463453,9  4061008,63","WGS84",-69.5522360751422,-53.5984777906708
"373","GC373",4061031.25,463421.37,"19F 463421,37  4061031,25","WGS84",-69.5527249462316,-53.5982722104539
"374","GC374",4061056.16,463405.55,"19F 463405,55  4061056,16","WGS84",-69.5529610598523,-53.5980472124485
"375","GC375",4061065.26,463383.78,"19F 463383,78  4061065,26","WGS84",-69.5532889302232,-53.597963900263
"376","GC376",4061086.45,463366.7,"19F 463366,7  4061086,45","WGS84",-69.5535445143536,-53.5977722488279
"377","GC377",4062359.18,467014.74,"19F 467014,74  4062359,18","WGS84",-69.4982889151744,-53.5865749879883
"378","GC378",4062327.3,467008.16,"19F 467008,16  4062327,3","WGS84",-69.4983916824347,-53.5868611178364
"379","GC379",4056882.56,471975.7,"19F 471975,7  4056882,56","WGS84",-69.4238417273723,-53.6360888751144
"380","GC380",4056868.31,471970.1,"19F 471970,1  4056868,31","WGS84",-69.4239277037349,-53.6362166573735
"381","GC381",4056848.58,471979.03,"19F 471979,03  4056848,58","WGS84",-69.4237944266861,-53.6363944731064
"382","GC382",4057449.08,472295.26,"19F 472295,26  4057449,08","WGS84",-69.4189583704867,-53.6310138761247
"383","GC383",4057152.12,472196.35,"19F 472196,35  4057152,12","WGS84",-69.4204806063644,-53.6336777767999
"384","GC384",4057149.46,472164.96,"19F 472164,96  4057149,46","WGS84",-69.4209555480287,-53.6337000172059
"385","GC385",4057111.11,472211.66,"19F 472211,66  4057111,11","WGS84",-69.4202527398402,-53.6340471969982
"386","GC386",4056508.03,472242.03,"19F 472242,03  4056508,03","WGS84",-69.4198472756764,-53.639469426224
"387","GC387",4056488.52,472287.51,"19F 472287,51  4056488,52","WGS84",-69.4191611363562,-53.6396471967108
"388","GC388",4056570.75,472135.32,"19F 472135,32  4056570,75","WGS84",-69.4214556277637,-53.6389000143449
"389","GC389",4056316.66,471865.76,"19F 471865,76  4056316,66","WGS84",-69.4255556090395,-53.6411694073781
"390","GC390",4052190.98,470278.87,"19F 470278,87  4052190,98","WGS84",-69.4499527058696,-53.6781639297307
"391","GC391",4071165.68,503248.17,"19F 503248,17  4071165,68","WGS84",-68.9510222710922,-53.5084444002011
"392","GC392",4071332.21,503299.5,"19F 503299,5  4071332,21","WGS84",-68.9502500417312,-53.5069471996152
"393","GC393",4071435.11,503308.79,"19F 503308,79  4071435,11","WGS84",-68.9501110529627,-53.5060222082811
"394","GC394",4071485.79,503302.37,"19F 503302,37  4071485,79","WGS84",-68.9502083856109,-53.5055667033693
"395","GC395",4071560.27,503302.43,"19F 503302,43  4071560,27","WGS84",-68.9502082654948,-53.5048972275639
"396","GC396",4071499.37,511052.74,"19F 511052,74  4071499,37","WGS84",-68.833352706383,-53.5053388560766
"397","GC397",4071510.44,511072.66,"19F 511072,66  4071510,44","WGS84",-68.8330527556584,-53.5052389329481
"398","GC398",4071514.74,511085.57,"19F 511085,57  4071514,74","WGS84",-68.8328582590023,-53.5052000098771
"399","GC399",4071568.18,511227,"19F 511227  4071568,18","WGS84",-68.8307277839812,-53.5047166574368
"400","GC400",4071758.32,511574.02,"19F 511574,02  4071758,32","WGS84",-68.8255027238566,-53.5030000376649
"401","GC401",4071758.95,511819.43,"19F 511819,43  4071758,95","WGS84",-68.8218028100302,-53.5029889168958
"402","GC402",4068509.73,511715.75,"19F 511715,75  4068509,73","WGS84",-68.8232444374406,-53.5321971832196
"403","GC403",4068492.62,511757.69,"19F 511757,69  4068492,62","WGS84",-68.8226110491232,-53.5323500408899
"404","GC404",4068439.24,511848.51,"19F 511848,51  4068439,24","WGS84",-68.821238829149,-53.5328278108341
"405","GC405",4067026.16,504741.91,"19F 504741,91  4067026,16","WGS84",-68.9284361460354,-53.5456416393912
"406","GC406",4067295.44,504933.8,"19F 504933,8  4067295,44","WGS84",-68.9255444349799,-53.5432194221417
"407","GC407",4067413.71,505017.86,"19F 505017,86  4067413,71","WGS84",-68.9242777909059,-53.5421555440466
"408","GC408",4066374.98,505627.2,"19F 505627,2  4066374,98","WGS84",-68.9150638423371,-53.5514860877856
"409","GC409",4068369.61,512009.8,"19F 512009,8  4068369,61","WGS84",-68.8188027516686,-53.533450023081
"410","GC410",4080149.5,514573.17,"19F 514573,17  4080149,5","WGS84",-68.7806750728757,-53.4275000345311
"411","GC411",4080154.79,514661.79,"19F 514661,79  4080154,79","WGS84",-68.7793416067267,-53.4274500278989
"412","GC412",4079703.22,518003.06,"19F 518003,06  4079703,22","WGS84",-68.729030592445,-53.4314055684193
"413","GC413",4079632.39,517357.59,"19F 517357,59  4079632,39","WGS84",-68.7387417362038,-53.4320638793723
"414","GC414",4073988.34,514066.3,"19F 514066,3  4073988,34","WGS84",-68.7880277638504,-53.4828944812199
"415","GC415",4071133.8,491328.24,"19F 491328,24  4071133,8","WGS84",-69.1307583818374,-53.5086694843683
"416","GC416",4057079.09,472284.4,"19F 472284,4  4057079,09","WGS84",-69.4191555525418,-53.6343388566488
"417","GC417",4057064.04,472247.75,"19F 472247,75  4057064,04","WGS84",-69.4197111533083,-53.6344721875724
"418","GC418",4057097.12,472302.11,"19F 472302,11  4057097,12","WGS84",-69.4188861188173,-53.6341777363344
"419","GC419",4083537.62,519935.02,"19F 519935,02  4083537,62","WGS84",-68.7001949871382,-53.3968698792779
"420","GC420",4083109.19,519967.87,"19F 519967,87  4083109,19","WGS84",-68.6996738465663,-53.4007196672135
"421","GC421",4081868.45,517483.3,"19F 517483,3  4081868,45","WGS84",-68.7369737039186,-53.4119604649377
"422","GC422",4081721.48,517603.61,"19F 517603,61  4081721,48","WGS84",-68.735155523084,-53.4132775353894
"423","GC423",4081400.04,517546.47,"19F 517546,47  4081400,04","WGS84",-68.7359972858354,-53.4161687680769
"424","GC424",4081217.44,517560.5,"19F 517560,5  4081217,44","WGS84",-68.7357760203829,-53.4178096382204
"425","GC425",4082164.82,515875.09,"19F 515875,09  4082164,82","WGS84",-68.7611829876604,-53.4093473095893
