,Unnamed: 0,decimalLongitude,decimalLatitude,verbatimSRS,geodeticDatum,continent,country,countryCode,stateProvince,county,municipality,verbatimCoordinates,verbatimCoordinateSystem,dynamicProperties,coordinateUncertaintyInMeters,coordinatePrecision,georeferencedDate,georeferenceProtocol 
181,182,-70.1595434,-19.1399649,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.139964870669 -70.1595434485512,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:01.958Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
182,183,-70.1509911,-19.1310186,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.1310186463805 -70.1509911238467,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:03.732Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
183,184,-69.4294502,-19.3120446,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Camiña,-19.3120446102981 -69.4294502193461,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:05.553Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
184,185,-69.4630848,-19.3271447,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Camiña,-19.3271447494315 -69.4630847877641,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:07.171Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
185,186,-69.4781792,-19.3356459,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Camiña,-19.3356458653495 -69.4781792197484,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:08.694Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
186,187,-69.5147077,-19.3506925,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Camiña,-19.3506925015753 -69.5147076688183,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:10.234Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
187,188,-70.0306336,-18.5768905,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5768904621227 -70.0306335783913,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:11.921Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
188,189,-69.9659218,-18.5789591,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5789591178593 -69.9659217886129,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:13.752Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
189,190,-70.2481471,-18.5119057,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5119057038173 -70.2481470948408,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:15.596Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
190,191,-70.2499752,-18.5066886,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5066886463199 -70.2499752199076,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:17.288Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
191,192,-70.2632122,-18.5047663,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5047663308779 -70.2632121633329,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:18.861Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
192,193,-70.133528,-18.5471296,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5471295920815 -70.1335279723684,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:20.436Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
193,194,-70.1325016,-18.5509673,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5509673128891 -70.1325016204107,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:22.214Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
194,195,-70.2294827,-18.5099767,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5099766760936 -70.2294826793537,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:24.064Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
195,196,-70.2149646,-18.5049739,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5049738876413 -70.2149645691172,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:25.941Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
196,197,-69.9878717,-18.5842947,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.584294715794 -69.9878716981651,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:27.598Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
197,198,-69.7700227,-18.835626,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.8356259833024 -69.7700227087856,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:29.255Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
198,199,-69.7568572,-18.8332579,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8332579390763 -69.756857237257,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:30.883Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
199,200,-70.1477871,-18.8175162,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8175162085229 -70.1477871369619,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:32.711Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
200,201,-69.739369,-18.8276527,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8276527374178 -69.7393690225727,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:34.605Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
201,202,-70.2975792,-18.77861,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.7786100010894 -70.2975791931829,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:36.525Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
202,203,-70.1489911,-18.5359391,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5359391040374 -70.1489910757986,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:38.158Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
203,204,-70.273619,-18.4016995,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4016994968846 -70.273619002452,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:39.909Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
204,205,-70.2737154,-18.7792802,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.7792802382899 -70.2737154094278,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:41.559Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
205,206,-70.314014,-18.7631791,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.7631790966995 -70.3140139976918,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:43.489Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
206,207,-69.9451176,-18.3813668,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.3813668024458 -69.9451176033806,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:45.434Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
207,208,-69.9618504,-18.5812844,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5812843830592 -69.9618504443472,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:47.285Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
208,209,-69.9838341,-18.5809089,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5809088745774 -69.9838341109888,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:48.952Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
209,210,-69.9952168,-18.5843916,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5843916363281 -69.9952167584911,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:50.689Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
210,211,-70.1902464,-18.5191558,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5191557976087 -70.1902463616912,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:52.706Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
211,212,-69.7433239,-18.8313332,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8313332448105 -69.7433239046088,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:54.810Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
212,213,-70.175703,-18.5326029,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5326029104867 -70.1757029678088,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:56.821Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
213,214,-69.7810331,-18.831649,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.8316489941007 -69.7810331285866,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:58.496Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
214,215,-70.2095365,-18.5062196,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5062195653268 -70.2095364880604,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:00.178Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
215,216,-69.7341175,-18.8247545,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8247544535713 -69.7341174917575,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:01.865Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
216,217,-69.9441249,-18.5788074,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5788074412638 -69.9441248692296,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:03.547Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
217,218,-70.1509463,-18.8146141,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8146141249426 -70.1509463305741,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:05.248Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
218,219,-69.7447588,-18.8295743,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8295742925284 -69.7447587915421,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:06.957Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
219,220,-70.2006662,-18.5110022,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5110021934686 -70.200666236875,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:08.661Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
220,221,-70.2280056,-18.5047451,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5047451058462 -70.2280056128701,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:10.385Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
221,222,-70.23001,-18.5068918,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5068918057901 -70.230010019086,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:12.118Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
222,223,-70.2646122,-18.5019467,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5019466587521 -70.2646122083477,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:13.879Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
223,224,-69.7283876,-18.8231231,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8231231032268 -69.7283875782884,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:15.607Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
224,225,-69.7147283,-18.818088,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8180879569578 -69.7147282854842,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:17.355Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
225,226,-70.0461708,-18.4234116,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4234115998654 -70.0461707544733,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:19.105Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
226,227,-70.0493321,-18.43263,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4326299890149 -70.0493321071859,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:20.856Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
227,228,-70.2039989,-18.7837547,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.7837546521025 -70.2039988757769,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:22.598Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
228,229,-69.9826441,-18.4021972,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4021972462672 -69.9826440542553,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:24.353Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
229,230,-70.1625685,-19.1429096,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.1429095993328 -70.1625684782225,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:26.125Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
230,231,-70.2237712,-18.5100047,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5100046788446 -70.223771222832,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:27.903Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
231,232,-70.1159667,-18.8372823,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8372823492304 -70.115966738467,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:29.667Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
232,233,-69.9801677,-18.401225,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4012249758413 -69.9801677236485,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:31.456Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
233,234,-70.1546449,-19.1369325,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.1369324638588 -70.1546449437984,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:33.234Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
234,235,-70.0900949,-18.5587084,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5587084423059 -70.0900949116488,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:35.036Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
235,236,-70.0371599,-18.5811291,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.581129135581 -70.0371599321758,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:36.846Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
236,237,-70.2411496,-18.7744843,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.7744843251515 -70.2411496029341,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:38.646Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
237,238,-70.1726958,-19.1498572,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.1498572415817 -70.1726958107665,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:40.456Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
238,239,-70.1839138,-19.1549629,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.1549629448932 -70.1839138263779,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:42.269Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
239,240,-70.17477,-19.1500609,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.1500608578449 -70.1747700323122,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:44.108Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
240,241,-70.2141723,-18.7788815,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.7788815002417 -70.2141723203461,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:45.958Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
241,242,-69.6855353,-19.1821516,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.1821515742557 -69.6855352912566,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:47.789Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
