"","ID","kingdom","class","family","acceptedNameUsage","infraspecificEpithet","vernacularName","establishmentMeans","CATEGORÍA.DE.CONSERVACIÓN","basisOfRecord","institution","recordedBy","year","month","day","locality","locationRemarks","county","stateProvince","municipality","PRECISIÓN.DATO","verbatimLongitude","verbatimLatitude","verbatimElevation","verbatimCoordinateSystem","verbatimSRS","HUSO","occurrenceRemarks","datasetName","dynamicProperties"
"1",29,"Animalia","Actinopterygii","Cyprinodontidae","Orestias piacotensis","","Orestias o Karachi","Endémica","CR","Publicación","","","2006",NA,NA,"Piacota","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°15'56.9"" O","18°11'49.8"" S",4250,"","WGS84","19k","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"2",37,"Animalia","Actinopterygii","Poeciliidae","Poecilia reticulata","","Guppy","","Sin clasificación","Observación","Universidad de Chile","Cristián Estades","2007",9,11,"Chaca","","Arica","Arica y Parinacota","Arica","GPS","70°10'16"" O","18°48'06"" S",500,"","WGS84","19k","","",""
"3",73,"Animalia","Adenophorea","Dorylaimidae","Dorylaimidae sp.","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 47' S",4200,"","WGS84","19k","","",""
"4",100,"Animalia","Adenophorea","Monhysteridae","Monhystere spp.","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 47' S",4200,"","WGS84","19k","","",""
"5",102,"Animalia","Adenophorea","Plectidae","Plectidae sp.","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 51' S",4200,"","WGS84","19k","","",""
"6",105,"Animalia","Adenophorea","Tobrilidae","Tobrilidae sp.","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 51' S",4200,"","WGS84","19k","","",""
"7",107,"Animalia","Adenophorea","Xyalidae","Xyalidae sp.","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 47' S",4200,"","WGS84","19k","","",""
"8",110,"Animalia","Amphibia","Bufonidae","Rhinella spinulosa","","Sapo espinoso","Nativa","LC","Publicación","","","2010",NA,NA,"Valle de Azapa","Valle","Arica","Arica y Parinacota","Arica","Publicado","70°10'30"" O","18°31'14"" S",280,"","WGS84","19 K","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"9",111,"Animalia","Amphibia","Bufonidae","Rhinella spinulosa","","Sapo espinoso","Nativa","LC","Publicación","","","2010",NA,NA,"Valle de Lluta","","Arica","Arica y Parinacota","Arica","Publicado","69°58'23"" O","18°23'46"" S",1200,"","WGS84","19 K","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"10",123,"Animalia","Amphibia","Bufonidae","Rhinella spinulosa","","Sapo espinoso","Nativa","LC","Publicación","","","2010",NA,NA,"San José de Azapa","","Parinacota","Arica y Parinacota","Putre","Publicado","69°35'30"" O","18°19'50"" S",3400,"","WGS84","19 K","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"11",126,"Animalia","Amphibia","Bufonidae","Rhinella spinulosa","","Sapo espinoso","Nativa","LC","Publicación","","","2010",NA,NA,"Putre","","Parinacota","Arica y Parinacota","Putre","Publicado","69°33'35"" O","18°11'47"" S",3700,"","WGS84","19 K","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"12",130,"Animalia","Amphibia","Bufonidae","Rhinella spinulosa","","Sapo espinoso","Nativa","LC","Publicación","","","2010",NA,NA,"Putre","","Parinacota","Arica y Parinacota","Putre","Publicado","69°31'10"" O","18°10'46"" S",4200,"","WGS84","19k","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"13",133,"Animalia","Amphibia","Bufonidae","Rhinella spinulosa","","Sapo espinoso","Nativa","LC","Publicación","","","2010",NA,NA,"Caquena","","Parinacota","Arica y Parinacota","Putre","Publicado","69°23'13"" O","17°44'07"" S",4100,"","WGS84","19k","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"14",135,"Animalia","Amphibia","Bufonidae","Rhinella spinulosa","","Sapo espinoso","Nativa","LC","Publicación","","","2010",NA,NA,"Lago Chungará","","Parinacota","Arica y Parinacota","Putre","Publicado","69°10'53"" O","18°13'57"" S",4250,"","WGS84","19k","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"15",138,"Animalia","Amphibia","Bufonidae","Rhinella spinulosa","","Sapo espinoso","Nativa","LC","Publicación","","","2010",NA,NA,"Río Lauca","","Parinacota","Arica y Parinacota","Putre","Publicado","69°18'05"" O","18°12'52"" S",4500,"","WGS84","19k","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"16",139,"Animalia","Amphibia","Bufonidae","Rhinella spinulosa","","Sapo espinoso","Nativa","LC","Publicación","","","2010",NA,NA,"Caquena","","Parinacota","Arica y Parinacota","Putre","Publicado","69°16'45"" O","18°02'31"" S",4400,"","WGS84","19k","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"17",140,"Animalia","Amphibia","Bufonidae","Rhinella spinulosa","","Sapo espinoso","Nativa","LC","Publicación","","","2010",NA,NA,"Río Lauca","","Parinacota","Arica y Parinacota","Putre","Publicado","69°16'38"" O","18°21'41"" S",4400,"","WGS84","19k","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"18",141,"Animalia","Amphibia","Bufonidae","Rhinella spinulosa","","Sapo espinoso","Nativa","LC","Publicación","","","2010",NA,NA,"Río Lauca","","Parinacota","Arica y Parinacota","Putre","Publicado","69°16'25"" O","18°11'39"" S",4500,"","WGS84","19k","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"19",144,"Animalia","Amphibia","Bufonidae","Rhinella spinulosa","","Sapo espinoso","Nativa","LC","Publicación","","","2010",NA,NA,"Caquena","","Parinacota","Arica y Parinacota","Putre","Publicado","69°13'59"" O","18°03'34"" S",4400,"","WGS84","19k","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"20",146,"Animalia","Amphibia","Bufonidae","Rhinella spinulosa","","Sapo espinoso","Nativa","LC","Publicación","","","2010",NA,NA,"Caquena","","Parinacota","Arica y Parinacota","Putre","Publicado","69°12'16"" O","18°03'33"" S",4400,"","WGS84","19k","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"21",148,"Animalia","Amphibia","Bufonidae","Rhinella spinulosa","","Sapo espinoso","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:RCE (DS 41/2011 MMA),iucnStatusRemarks:"
"22",161,"Animalia","Amphibia","Leptodactylidae","Pleurodema marmoratum","","Sapo de cuatro ojos del norte","Nativa","EN-R","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:RCE (DS 50/2008 MINSEGPRES),iucnStatusRemarks:"
"23",210,"Animalia","Arachnida","Anyphaneidae","Negayan tarapaca","","","","","Publicación","","","2005",NA,NA,"Zapahuira","","Parinacota","Arica y Parinacota","Putre","Publicado","69°31'O","18° 25' S",3600,"","WGS84","19k","","",""
"24",211,"Animalia","Arachnida","Anyphaneidae","Sanogasta maculosa","","","","","Publicación","","","2003",NA,NA,"Zapahuira","","Parinacota","Arica y Parinacota","Putre","Publicado","69°34'O","18° 20' S",3500,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"25",263,"Animalia","Arachnida","Lycosidae","Allocosa yurae","","","","","Publicación","","","2013",NA,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°38'O","17°59'S",3700,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"26",264,"Animalia","Arachnida","Lycosidae","Hogna subasaustralis","","","","","Observación","","Andrés Taucare","2011",6,1,"Poconchile","","Arica","Arica y Parinacota","Arica","Publicado","70° 04'O","18° 27'S",500,"","WGS84","19k","Coordenadas entregadas por colector","",""
"27",279,"Animalia","Arachnida","Scytodidae","Scytodes univitatta","","","","","Publicación","","","2013",NA,NA,"Poconchile","","Arica","Arica y Parinacota","Arica","Publicado","70° 04'O","18° 27'S",500,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"28",281,"Animalia","Arachnida","Sicariidae","Sicarius terrosus","","","","","Observación","","Marcos Ferru","2010",7,10,"Poconchile","","Arica","Arica y Parinacota","Arica","Publicado","70°35'O","19° 16' S",500,"","WGS84","19k","Coordenadas entregadas por colector","",""
"29",285,"Animalia","Arachnida","Tetragnathidae","Tetragnatha sp.","","","","","Observación","","Andrés Taucra","2010",5,10,"Molinos","","Arica","Arica y Parinacota","Arica","Publicado","69° 56'O","18° 22'S",900,"","WGS84","19k","Coordenadas entregadas por colector","",""
"30",287,"Animalia","Arachnida","Theridiidae","Latrodectus geometricus","","","","","Observación","","Andrés Taucare y Antonio Brescovit","2012",10,20,"Valle de Azapa","","Arica","Arica y Parinacota","Arica","Publicado","70°11′O","18°31′S",310,"","WGS84","19k","Coordenadas entregadas por colector","",""
"31",318,"Animalia","Aves","Accipitridae","Circus cinereus","","Vari","Nativa","LC","Publicación","Aves de Chile (UNORCH)","R. Peredo","2008",NA,NA,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"32",319,"Animalia","Aves","Accipitridae","Circus cinereus","","Vari","Nativa","LC","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"33",345,"Animalia","Aves","Accipitridae","Geranoaetus melanoleucus","","Águila","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"34",356,"Animalia","Aves","Accipitridae","Geranoaetus polyosoma","","Aguilucho","Nativa","LC","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"35",400,"Animalia","Aves","Accipitridae","Parabuteo unicinctus","","Peuco","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"36",462,"Animalia","Aves","Anatidae","Anas georgica","","Pato jergón grande","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"37",489,"Animalia","Aves","Anatidae","Anas puna","","Pato puna","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"38",537,"Animalia","Aves","Anatidae","Chloephaga melanoptera","","Piuquén","Nativa","VU","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"39",556,"Animalia","Aves","Anatidae","Chloephaga picta","","Caiquén","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"40",591,"Animalia","Aves","Anatidae","Lophonetta specularioides","","Pato juarjual","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"41",619,"Animalia","Aves","Anatidae","Oxyura ferruginea","","Pato rana de pico ancho","Nativa","LC","Publicación","Aves de Chile (UNORCH)","R. Peredo","2007",5,11,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"42",638,"Animalia","Aves","Apodidae","Aeronautes andecolus","","Vencejo chico","Nativa","LC","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"43",735,"Animalia","Aves","Ardeidae","Ardea cocoi","","Garza cuca","Nativa","R","Publicación","Aves de Chile (UNORCH)","R. Peredo","2007",2,NA,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"44",765,"Animalia","Aves","Ardeidae","Egretta caerulea","","Garza azul","Nativa","LC","Publicación","","IMBERTI I","1999",9,23,"Lago Chungará","","Parinacota","Arica y Parinacota","Putre","Publicado","69°12'W","18°07'S",4600,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
